,weekid,method,spot,districtid
2655,20.0,neighborhood,cold,146.0
2656,20.0,neighborhood,cold,148.0
2657,20.0,neighborhood,hot,160.0
2658,20.0,neighborhood,hot,167.0
2659,20.0,neighborhood,hot,168.0
2660,20.0,neighborhood,hot,172.0
2661,20.0,neighborhood,cold,174.0
2662,20.0,neighborhood,cold,175.0
2663,20.0,neighborhood,hot,176.0
2664,20.0,neighborhood,cold,182.0
2665,20.0,neighborhood,cold,183.0
2666,20.0,neighborhood,hot,185.0
2667,20.0,neighborhood,cold,187.0
2668,20.0,neighborhood,cold,188.0
2669,20.0,neighborhood,hot,190.0
2670,20.0,neighborhood,cold,194.0
2671,20.0,neighborhood,cold,195.0
2672,20.0,neighborhood,cold,202.0
2673,20.0,neighborhood,cold,204.0
2674,20.0,neighborhood,cold,205.0
2675,20.0,neighborhood,cold,206.0
2676,20.0,neighborhood,hot,209.0
2677,20.0,neighborhood,hot,211.0
2678,20.0,neighborhood,hot,214.0
2679,20.0,neighborhood,hot,215.0
2680,20.0,neighborhood,cold,220.0
2681,20.0,neighborhood,hot,223.0
2682,20.0,neighborhood,hot,226.0
2683,20.0,neighborhood,hot,228.0
2684,20.0,neighborhood,cold,230.0
2685,20.0,neighborhood,hot,231.0
2686,20.0,neighborhood,cold,233.0
2687,20.0,neighborhood,hot,234.0
2688,20.0,neighborhood,hot,239.0
2689,20.0,neighborhood,hot,243.0
2690,20.0,neighborhood,hot,244.0
2691,20.0,neighborhood,cold,245.0
2692,20.0,neighborhood,hot,246.0
2693,20.0,neighborhood,cold,248.0
2694,20.0,neighborhood,cold,250.0
2695,20.0,neighborhood,cold,254.0
2696,20.0,neighborhood,hot,255.0
2697,20.0,neighborhood,hot,259.0
2698,20.0,neighborhood,cold,262.0
2699,20.0,neighborhood,cold,268.0
2700,20.0,neighborhood,hot,269.0
2701,20.0,neighborhood,hot,270.0
2702,20.0,neighborhood,hot,272.0
2703,20.0,neighborhood,hot,273.0
2704,20.0,neighborhood,hot,274.0
2705,20.0,neighborhood,cold,280.0
2706,20.0,neighborhood,cold,287.0
2707,20.0,neighborhood,hot,294.0
2708,20.0,neighborhood,hot,299.0
2709,20.0,neighborhood,hot,303.0
2710,20.0,neighborhood,hot,305.0
2711,20.0,neighborhood,hot,309.0
2712,20.0,neighborhood,hot,312.0
2713,20.0,neighborhood,hot,315.0
2714,20.0,neighborhood,cold,316.0
2715,20.0,neighborhood,cold,319.0
2716,20.0,neighborhood,cold,320.0
2717,20.0,neighborhood,hot,322.0
2718,20.0,neighborhood,cold,324.0
2719,20.0,neighborhood,cold,327.0
2720,20.0,neighborhood,hot,328.0
2721,20.0,neighborhood,cold,329.0
2722,20.0,neighborhood,cold,334.0
2723,20.0,neighborhood,hot,335.0
2724,20.0,neighborhood,hot,336.0
2725,20.0,neighborhood,cold,339.0
2726,20.0,neighborhood,hot,343.0
2727,20.0,neighborhood,hot,347.0
2728,20.0,neighborhood,cold,349.0
2729,20.0,neighborhood,cold,352.0
2730,20.0,neighborhood,cold,355.0
2731,20.0,neighborhood,hot,358.0
2732,20.0,neighborhood,cold,359.0
2733,20.0,neighborhood,cold,362.0
2734,20.0,neighborhood,hot,363.0
2735,20.0,neighborhood,hot,366.0
2736,20.0,neighborhood,cold,367.0
2737,20.0,neighborhood,hot,368.0
2738,20.0,neighborhood,cold,370.0
2739,20.0,neighborhood,hot,379.0
2740,20.0,neighborhood,cold,382.0
2741,20.0,neighborhood,hot,385.0
2742,20.0,neighborhood,cold,403.0
2743,20.0,neighborhood,cold,407.0
2744,20.0,neighborhood,hot,409.0
2745,20.0,neighborhood,cold,411.0
2746,20.0,neighborhood,hot,412.0
2747,20.0,neighborhood,hot,413.0
2748,20.0,neighborhood,cold,418.0
2749,20.0,neighborhood,hot,419.0
2750,20.0,neighborhood,hot,420.0
2751,20.0,neighborhood,cold,424.0
2752,20.0,neighborhood,cold,428.0
2753,20.0,neighborhood,hot,429.0
2754,20.0,neighborhood,cold,432.0
2755,20.0,neighborhood,cold,433.0
2756,20.0,neighborhood,cold,434.0
2757,20.0,neighborhood,hot,439.0
2758,20.0,neighborhood,hot,441.0
2759,20.0,neighborhood,cold,442.0
2760,20.0,neighborhood,cold,445.0
2761,20.0,neighborhood,hot,450.0
2762,20.0,neighborhood,hot,451.0
2763,20.0,neighborhood,cold,453.0
2764,20.0,neighborhood,hot,454.0
2765,20.0,neighborhood,cold,458.0
2766,20.0,neighborhood,hot,463.0
2767,20.0,neighborhood,hot,464.0
2768,20.0,neighborhood,cold,471.0
2769,20.0,neighborhood,cold,473.0
2770,20.0,neighborhood,hot,479.0
2771,20.0,neighborhood,hot,480.0
2772,20.0,neighborhood,hot,481.0
2773,20.0,neighborhood,cold,484.0
2774,20.0,neighborhood,hot,489.0
2775,20.0,neighborhood,hot,490.0
2776,20.0,neighborhood,hot,495.0
2777,20.0,neighborhood,hot,496.0
2778,20.0,neighborhood,cold,502.0
2779,20.0,neighborhood,cold,506.0
2780,20.0,neighborhood,cold,511.0
2781,20.0,neighborhood,hot,512.0
2782,20.0,neighborhood,hot,514.0
2783,20.0,neighborhood,cold,516.0
2784,20.0,neighborhood,cold,517.0
2785,20.0,neighborhood,cold,518.0
2786,20.0,neighborhood,cold,519.0
2787,20.0,neighborhood,hot,527.0
2788,20.0,neighborhood,cold,528.0
2789,20.0,neighborhood,hot,529.0
2790,20.0,neighborhood,hot,536.0
2791,20.0,neighborhood,hot,537.0
2792,20.0,neighborhood,cold,539.0
2793,20.0,neighborhood,cold,540.0
2794,20.0,neighborhood,hot,543.0
2795,20.0,neighborhood,cold,545.0
2796,20.0,neighborhood,cold,547.0
2797,20.0,neighborhood,hot,548.0
2798,20.0,neighborhood,cold,549.0
2799,20.0,neighborhood,cold,552.0
2800,20.0,neighborhood,hot,553.0
2801,20.0,neighborhood,cold,556.0
2802,20.0,neighborhood,hot,557.0
2803,20.0,neighborhood,hot,563.0
2804,20.0,neighborhood,hot,566.0
2805,20.0,neighborhood,hot,567.0
2806,20.0,neighborhood,cold,571.0
2807,20.0,neighborhood,hot,575.0
2808,20.0,neighborhood,cold,578.0
2809,20.0,neighborhood,hot,584.0
2810,20.0,neighborhood,hot,585.0
2811,20.0,neighborhood,cold,586.0
2812,20.0,neighborhood,hot,592.0
2813,20.0,neighborhood,cold,593.0
2814,20.0,neighborhood,cold,594.0
2815,20.0,neighborhood,cold,595.0
2816,20.0,neighborhood,hot,597.0
2817,20.0,neighborhood,cold,617.0
2818,20.0,neighborhood,cold,618.0
2819,20.0,neighborhood,cold,619.0
2820,20.0,neighborhood,cold,625.0
2821,20.0,neighborhood,cold,627.0
2822,20.0,neighborhood,cold,632.0
2823,20.0,neighborhood,cold,636.0
2824,20.0,neighborhood,cold,640.0
2825,20.0,neighborhood,cold,641.0
2826,20.0,neighborhood,cold,648.0
2827,20.0,neighborhood,cold,649.0
2828,20.0,neighborhood,cold,651.0
2829,20.0,neighborhood,hot,652.0
2830,20.0,neighborhood,hot,653.0
2831,20.0,neighborhood,cold,654.0
2832,20.0,neighborhood,hot,657.0
2833,20.0,neighborhood,hot,658.0
2834,20.0,neighborhood,hot,660.0
2835,20.0,neighborhood,cold,667.0
2836,20.0,neighborhood,hot,669.0
2837,20.0,neighborhood,hot,672.0
2838,20.0,neighborhood,hot,679.0
2839,20.0,neighborhood,cold,680.0
2840,20.0,neighborhood,hot,686.0
2841,20.0,neighborhood,hot,689.0
2842,20.0,neighborhood,cold,694.0
2843,20.0,neighborhood,cold,695.0
2844,20.0,neighborhood,cold,700.0
2845,20.0,neighborhood,hot,702.0
2846,20.0,neighborhood,hot,705.0
2847,20.0,neighborhood,hot,710.0
2848,20.0,neighborhood,cold,714.0
2849,20.0,neighborhood,hot,716.0
2850,20.0,neighborhood,hot,717.0
2851,20.0,neighborhood,cold,719.0
2852,20.0,neighborhood,hot,722.0
2853,20.0,neighborhood,hot,724.0
2854,20.0,neighborhood,cold,727.0
2855,20.0,neighborhood,cold,728.0
2856,20.0,neighborhood,cold,729.0
2857,21.0,neighborhood,cold,101.0
2858,21.0,neighborhood,hot,103.0
2859,21.0,neighborhood,hot,105.0
2860,21.0,neighborhood,cold,107.0
2861,21.0,neighborhood,hot,108.0
2862,21.0,neighborhood,hot,109.0
2863,21.0,neighborhood,cold,110.0
2864,21.0,neighborhood,cold,111.0
2865,21.0,neighborhood,hot,113.0
2866,21.0,neighborhood,cold,115.0
2867,21.0,neighborhood,cold,116.0
2868,21.0,neighborhood,hot,119.0
2869,21.0,neighborhood,cold,121.0
2870,21.0,neighborhood,hot,122.0
2871,21.0,neighborhood,cold,124.0
2872,21.0,neighborhood,cold,125.0
2873,21.0,neighborhood,cold,128.0
2874,21.0,neighborhood,cold,129.0
2875,21.0,neighborhood,cold,131.0
2876,21.0,neighborhood,hot,140.0
2877,21.0,neighborhood,cold,146.0
2878,21.0,neighborhood,cold,148.0
2879,21.0,neighborhood,cold,151.0
2880,21.0,neighborhood,hot,160.0
2881,21.0,neighborhood,hot,167.0
2882,21.0,neighborhood,hot,168.0
2883,21.0,neighborhood,hot,172.0
2884,21.0,neighborhood,cold,174.0
2885,21.0,neighborhood,cold,182.0
2886,21.0,neighborhood,hot,185.0
2887,21.0,neighborhood,cold,186.0
2888,21.0,neighborhood,hot,190.0
2889,21.0,neighborhood,cold,194.0
2890,21.0,neighborhood,cold,195.0
2891,21.0,neighborhood,cold,206.0
2892,21.0,neighborhood,cold,212.0
2893,21.0,neighborhood,hot,214.0
2894,21.0,neighborhood,hot,215.0
2895,21.0,neighborhood,cold,220.0
2896,21.0,neighborhood,hot,223.0
2897,21.0,neighborhood,hot,226.0
2898,21.0,neighborhood,hot,227.0
2899,21.0,neighborhood,hot,228.0
2900,21.0,neighborhood,hot,231.0
2901,21.0,neighborhood,cold,232.0
2902,21.0,neighborhood,hot,234.0
2903,21.0,neighborhood,hot,235.0
2904,21.0,neighborhood,cold,238.0
2905,21.0,neighborhood,hot,239.0
2906,21.0,neighborhood,cold,240.0
2907,21.0,neighborhood,hot,244.0
2908,21.0,neighborhood,cold,245.0
2909,21.0,neighborhood,cold,248.0
2910,21.0,neighborhood,cold,250.0
2911,21.0,neighborhood,cold,254.0
2912,21.0,neighborhood,hot,255.0
2913,21.0,neighborhood,hot,259.0
2914,21.0,neighborhood,cold,262.0
2915,21.0,neighborhood,cold,263.0
2916,21.0,neighborhood,cold,264.0
2917,21.0,neighborhood,hot,267.0
2918,21.0,neighborhood,cold,268.0
2919,21.0,neighborhood,hot,269.0
2920,21.0,neighborhood,cold,270.0
2921,21.0,neighborhood,hot,271.0
2922,21.0,neighborhood,hot,272.0
2923,21.0,neighborhood,hot,273.0
2924,21.0,neighborhood,hot,274.0
2925,21.0,neighborhood,hot,278.0
2926,21.0,neighborhood,cold,288.0
2927,21.0,neighborhood,hot,299.0
2928,21.0,neighborhood,hot,303.0
2929,21.0,neighborhood,hot,305.0
2930,21.0,neighborhood,hot,306.0
2931,21.0,neighborhood,hot,307.0
2932,21.0,neighborhood,cold,308.0
2933,21.0,neighborhood,hot,309.0
2934,21.0,neighborhood,hot,312.0
2935,21.0,neighborhood,hot,315.0
2936,21.0,neighborhood,cold,319.0
2937,21.0,neighborhood,cold,320.0
2938,21.0,neighborhood,hot,322.0
2939,21.0,neighborhood,cold,324.0
2940,21.0,neighborhood,cold,329.0
2941,21.0,neighborhood,hot,331.0
2942,21.0,neighborhood,cold,334.0
2943,21.0,neighborhood,hot,335.0
2944,21.0,neighborhood,hot,336.0
2945,21.0,neighborhood,cold,337.0
2946,21.0,neighborhood,hot,338.0
2947,21.0,neighborhood,cold,339.0
2948,21.0,neighborhood,hot,342.0
2949,21.0,neighborhood,hot,343.0
2950,21.0,neighborhood,hot,347.0
2951,21.0,neighborhood,cold,349.0
2952,21.0,neighborhood,hot,358.0
2953,21.0,neighborhood,cold,359.0
2954,21.0,neighborhood,cold,360.0
2955,21.0,neighborhood,cold,362.0
2956,21.0,neighborhood,hot,363.0
2957,21.0,neighborhood,hot,366.0
2958,21.0,neighborhood,hot,368.0
2959,21.0,neighborhood,cold,370.0
2960,21.0,neighborhood,hot,379.0
2961,21.0,neighborhood,cold,382.0
2962,21.0,neighborhood,cold,383.0
2963,21.0,neighborhood,cold,384.0
2964,21.0,neighborhood,hot,390.0
2965,21.0,neighborhood,cold,395.0
2966,21.0,neighborhood,cold,398.0
2967,21.0,neighborhood,hot,400.0
2968,21.0,neighborhood,cold,403.0
2969,21.0,neighborhood,cold,405.0
2970,21.0,neighborhood,cold,407.0
2971,21.0,neighborhood,cold,408.0
2972,21.0,neighborhood,hot,412.0
2973,21.0,neighborhood,hot,413.0
2974,21.0,neighborhood,hot,420.0
2975,21.0,neighborhood,hot,422.0
2976,21.0,neighborhood,cold,424.0
2977,21.0,neighborhood,hot,427.0
2978,21.0,neighborhood,cold,428.0
2979,21.0,neighborhood,hot,429.0
2980,21.0,neighborhood,cold,434.0
2981,21.0,neighborhood,hot,435.0
2982,21.0,neighborhood,hot,439.0
2983,21.0,neighborhood,hot,441.0
2984,21.0,neighborhood,cold,442.0
2985,21.0,neighborhood,cold,445.0
2986,21.0,neighborhood,hot,450.0
2987,21.0,neighborhood,hot,451.0
2988,21.0,neighborhood,cold,453.0
2989,21.0,neighborhood,hot,454.0
2990,21.0,neighborhood,cold,458.0
2991,21.0,neighborhood,hot,463.0
2992,21.0,neighborhood,cold,466.0
2993,21.0,neighborhood,cold,471.0
2994,21.0,neighborhood,cold,473.0
2995,21.0,neighborhood,hot,480.0
2996,21.0,neighborhood,hot,481.0
2997,21.0,neighborhood,cold,484.0
2998,21.0,neighborhood,hot,490.0
2999,21.0,neighborhood,cold,494.0
3000,21.0,neighborhood,hot,495.0
3001,21.0,neighborhood,hot,496.0
3002,21.0,neighborhood,cold,498.0
3003,21.0,neighborhood,hot,499.0
3004,21.0,neighborhood,hot,500.0
3005,21.0,neighborhood,cold,506.0
3006,21.0,neighborhood,cold,510.0
3007,21.0,neighborhood,cold,511.0
3008,21.0,neighborhood,hot,512.0
3009,21.0,neighborhood,hot,514.0
3010,21.0,neighborhood,cold,515.0
3011,21.0,neighborhood,cold,516.0
3012,21.0,neighborhood,cold,518.0
3013,21.0,neighborhood,cold,519.0
3014,21.0,neighborhood,cold,524.0
3015,21.0,neighborhood,hot,527.0
3016,21.0,neighborhood,cold,528.0
3017,21.0,neighborhood,hot,531.0
3018,21.0,neighborhood,cold,533.0
3019,21.0,neighborhood,hot,536.0
3020,21.0,neighborhood,hot,537.0
3021,21.0,neighborhood,cold,539.0
3022,21.0,neighborhood,cold,540.0
3023,21.0,neighborhood,cold,541.0
3024,21.0,neighborhood,cold,542.0
3025,21.0,neighborhood,hot,543.0
3026,21.0,neighborhood,cold,544.0
3027,21.0,neighborhood,cold,545.0
3028,21.0,neighborhood,cold,547.0
3029,21.0,neighborhood,hot,548.0
3030,21.0,neighborhood,cold,552.0
3031,21.0,neighborhood,hot,553.0
3032,21.0,neighborhood,cold,556.0
3033,21.0,neighborhood,hot,563.0
3034,21.0,neighborhood,hot,566.0
3035,21.0,neighborhood,cold,569.0
3036,21.0,neighborhood,cold,571.0
3037,21.0,neighborhood,hot,575.0
3038,21.0,neighborhood,cold,578.0
3039,21.0,neighborhood,hot,584.0
3040,21.0,neighborhood,hot,585.0
3041,21.0,neighborhood,cold,586.0
3042,21.0,neighborhood,hot,589.0
3043,21.0,neighborhood,cold,594.0
3044,21.0,neighborhood,cold,595.0
3045,21.0,neighborhood,hot,597.0
3046,21.0,neighborhood,cold,599.0
3047,21.0,neighborhood,hot,600.0
3048,21.0,neighborhood,cold,601.0
3049,21.0,neighborhood,cold,616.0
3050,21.0,neighborhood,cold,619.0
3051,21.0,neighborhood,cold,625.0
3052,21.0,neighborhood,cold,626.0
3053,21.0,neighborhood,cold,632.0
3054,21.0,neighborhood,cold,635.0
3055,21.0,neighborhood,cold,648.0
3056,21.0,neighborhood,cold,649.0
3057,21.0,neighborhood,hot,652.0
3058,21.0,neighborhood,hot,653.0
3059,21.0,neighborhood,cold,654.0
3060,21.0,neighborhood,hot,657.0
3061,21.0,neighborhood,hot,660.0
3062,21.0,neighborhood,cold,662.0
3063,21.0,neighborhood,cold,664.0
3064,21.0,neighborhood,cold,665.0
3065,21.0,neighborhood,hot,669.0
3066,21.0,neighborhood,hot,670.0
3067,21.0,neighborhood,hot,672.0
3068,21.0,neighborhood,hot,674.0
3069,21.0,neighborhood,cold,675.0
3070,21.0,neighborhood,hot,689.0
3071,21.0,neighborhood,cold,694.0
3072,21.0,neighborhood,cold,699.0
3073,21.0,neighborhood,cold,700.0
3074,21.0,neighborhood,hot,702.0
3075,21.0,neighborhood,hot,705.0
3076,21.0,neighborhood,cold,708.0
3077,21.0,neighborhood,cold,709.0
3078,21.0,neighborhood,hot,710.0
3079,21.0,neighborhood,hot,717.0
3080,21.0,neighborhood,hot,722.0
3081,21.0,neighborhood,hot,724.0
3082,21.0,neighborhood,cold,725.0
3083,21.0,neighborhood,cold,727.0
3084,21.0,neighborhood,cold,729.0
3085,21.0,neighborhood,hot,731.0
3086,22.0,neighborhood,cold,101.0
3087,22.0,neighborhood,hot,103.0
3088,22.0,neighborhood,hot,105.0
3089,22.0,neighborhood,hot,108.0
3090,22.0,neighborhood,hot,109.0
3091,22.0,neighborhood,cold,110.0
3092,22.0,neighborhood,hot,113.0
3093,22.0,neighborhood,cold,115.0
3094,22.0,neighborhood,cold,116.0
3095,22.0,neighborhood,hot,119.0
3096,22.0,neighborhood,cold,121.0
3097,22.0,neighborhood,hot,122.0
3098,22.0,neighborhood,cold,124.0
3099,22.0,neighborhood,hot,127.0
3100,22.0,neighborhood,cold,128.0
3101,22.0,neighborhood,cold,131.0
3102,22.0,neighborhood,cold,132.0
3103,22.0,neighborhood,cold,138.0
3104,22.0,neighborhood,cold,148.0
3105,22.0,neighborhood,hot,149.0
3106,22.0,neighborhood,hot,160.0
3107,22.0,neighborhood,hot,166.0
3108,22.0,neighborhood,hot,167.0
3109,22.0,neighborhood,hot,168.0
3110,22.0,neighborhood,hot,172.0
3111,22.0,neighborhood,cold,174.0
3112,22.0,neighborhood,hot,175.0
3113,22.0,neighborhood,cold,182.0
3114,22.0,neighborhood,hot,185.0
3115,22.0,neighborhood,cold,186.0
3116,22.0,neighborhood,cold,187.0
3117,22.0,neighborhood,hot,189.0
3118,22.0,neighborhood,hot,190.0
3119,22.0,neighborhood,cold,194.0
3120,22.0,neighborhood,cold,195.0
3121,22.0,neighborhood,hot,202.0
3122,22.0,neighborhood,hot,205.0
3123,22.0,neighborhood,hot,209.0
3124,22.0,neighborhood,cold,212.0
3125,22.0,neighborhood,cold,213.0
3126,22.0,neighborhood,hot,214.0
3127,22.0,neighborhood,hot,215.0
3128,22.0,neighborhood,cold,220.0
3129,22.0,neighborhood,cold,221.0
3130,22.0,neighborhood,hot,223.0
3131,22.0,neighborhood,hot,226.0
3132,22.0,neighborhood,hot,228.0
3133,22.0,neighborhood,cold,232.0
3134,22.0,neighborhood,hot,234.0
3135,22.0,neighborhood,hot,235.0
3136,22.0,neighborhood,cold,238.0
3137,22.0,neighborhood,hot,239.0
3138,22.0,neighborhood,hot,244.0
3139,22.0,neighborhood,cold,245.0
3140,22.0,neighborhood,cold,248.0
3141,22.0,neighborhood,cold,250.0
3142,22.0,neighborhood,hot,252.0
3143,22.0,neighborhood,cold,254.0
3144,22.0,neighborhood,hot,257.0
3145,22.0,neighborhood,cold,262.0
3146,22.0,neighborhood,hot,267.0
3147,22.0,neighborhood,hot,269.0
3148,22.0,neighborhood,hot,272.0
3149,22.0,neighborhood,hot,273.0
3150,22.0,neighborhood,hot,274.0
3151,22.0,neighborhood,cold,297.0
3152,22.0,neighborhood,hot,299.0
3153,22.0,neighborhood,hot,305.0
3154,22.0,neighborhood,hot,307.0
3155,22.0,neighborhood,cold,308.0
3156,22.0,neighborhood,hot,309.0
3157,22.0,neighborhood,hot,312.0
3158,22.0,neighborhood,hot,315.0
3159,22.0,neighborhood,cold,319.0
3160,22.0,neighborhood,cold,320.0
3161,22.0,neighborhood,hot,322.0
3162,22.0,neighborhood,cold,324.0
3163,22.0,neighborhood,cold,327.0
3164,22.0,neighborhood,hot,328.0
3165,22.0,neighborhood,cold,334.0
3166,22.0,neighborhood,hot,335.0
3167,22.0,neighborhood,hot,336.0
3168,22.0,neighborhood,cold,337.0
3169,22.0,neighborhood,hot,338.0
3170,22.0,neighborhood,cold,339.0
3171,22.0,neighborhood,cold,345.0
3172,22.0,neighborhood,hot,347.0
3173,22.0,neighborhood,cold,349.0
3174,22.0,neighborhood,cold,355.0
3175,22.0,neighborhood,hot,358.0
3176,22.0,neighborhood,cold,359.0
3177,22.0,neighborhood,cold,360.0
3178,22.0,neighborhood,cold,362.0
3179,22.0,neighborhood,hot,363.0
3180,22.0,neighborhood,hot,366.0
3181,22.0,neighborhood,cold,370.0
3182,22.0,neighborhood,hot,379.0
3183,22.0,neighborhood,cold,382.0
3184,22.0,neighborhood,cold,386.0
3185,22.0,neighborhood,hot,390.0
3186,22.0,neighborhood,cold,393.0
3187,22.0,neighborhood,cold,395.0
3188,22.0,neighborhood,hot,400.0
3189,22.0,neighborhood,cold,405.0
3190,22.0,neighborhood,hot,409.0
3191,22.0,neighborhood,hot,412.0
3192,22.0,neighborhood,hot,413.0
3193,22.0,neighborhood,hot,420.0
3194,22.0,neighborhood,cold,424.0
3195,22.0,neighborhood,hot,427.0
3196,22.0,neighborhood,cold,428.0
3197,22.0,neighborhood,hot,429.0
3198,22.0,neighborhood,cold,431.0
3199,22.0,neighborhood,hot,433.0
3200,22.0,neighborhood,cold,434.0
3201,22.0,neighborhood,hot,435.0
3202,22.0,neighborhood,hot,439.0
3203,22.0,neighborhood,hot,441.0
3204,22.0,neighborhood,cold,442.0
3205,22.0,neighborhood,hot,444.0
3206,22.0,neighborhood,cold,445.0
3207,22.0,neighborhood,hot,450.0
3208,22.0,neighborhood,hot,451.0
3209,22.0,neighborhood,cold,453.0
3210,22.0,neighborhood,hot,454.0
3211,22.0,neighborhood,cold,458.0
3212,22.0,neighborhood,hot,463.0
3213,22.0,neighborhood,cold,466.0
3214,22.0,neighborhood,cold,471.0
3215,22.0,neighborhood,cold,473.0
3216,22.0,neighborhood,hot,480.0
3217,22.0,neighborhood,hot,481.0
3218,22.0,neighborhood,cold,484.0
3219,22.0,neighborhood,cold,485.0
3220,22.0,neighborhood,hot,490.0
3221,22.0,neighborhood,hot,495.0
3222,22.0,neighborhood,cold,498.0
3223,22.0,neighborhood,cold,499.0
3224,22.0,neighborhood,hot,505.0
3225,22.0,neighborhood,cold,506.0
3226,22.0,neighborhood,cold,510.0
3227,22.0,neighborhood,cold,511.0
3228,22.0,neighborhood,hot,512.0
3229,22.0,neighborhood,hot,514.0
3230,22.0,neighborhood,cold,516.0
3231,22.0,neighborhood,cold,518.0
3232,22.0,neighborhood,cold,524.0
3233,22.0,neighborhood,hot,527.0
3234,22.0,neighborhood,cold,528.0
3235,22.0,neighborhood,hot,531.0
3236,22.0,neighborhood,cold,533.0
3237,22.0,neighborhood,cold,534.0
3238,22.0,neighborhood,hot,536.0
3239,22.0,neighborhood,hot,537.0
3240,22.0,neighborhood,cold,539.0
3241,22.0,neighborhood,cold,540.0
3242,22.0,neighborhood,cold,543.0
3243,22.0,neighborhood,cold,544.0
3244,22.0,neighborhood,cold,545.0
3245,22.0,neighborhood,cold,547.0
3246,22.0,neighborhood,hot,548.0
3247,22.0,neighborhood,hot,549.0
3248,22.0,neighborhood,hot,550.0
3249,22.0,neighborhood,hot,553.0
3250,22.0,neighborhood,cold,556.0
3251,22.0,neighborhood,hot,563.0
3252,22.0,neighborhood,hot,566.0
3253,22.0,neighborhood,hot,567.0
3254,22.0,neighborhood,cold,571.0
3255,22.0,neighborhood,hot,575.0
3256,22.0,neighborhood,hot,577.0
3257,22.0,neighborhood,hot,584.0
3258,22.0,neighborhood,hot,585.0
3259,22.0,neighborhood,hot,592.0
3260,22.0,neighborhood,hot,593.0
3261,22.0,neighborhood,cold,594.0
3262,22.0,neighborhood,cold,595.0
3263,22.0,neighborhood,hot,597.0
3264,22.0,neighborhood,cold,601.0
3265,22.0,neighborhood,hot,613.0
3266,22.0,neighborhood,cold,616.0
3267,22.0,neighborhood,cold,617.0
3268,22.0,neighborhood,cold,619.0
3269,22.0,neighborhood,cold,621.0
3270,22.0,neighborhood,cold,625.0
3271,22.0,neighborhood,cold,627.0
3272,22.0,neighborhood,hot,630.0
3273,22.0,neighborhood,cold,632.0
3274,22.0,neighborhood,cold,635.0
3275,22.0,neighborhood,hot,637.0
3276,22.0,neighborhood,cold,640.0
3277,22.0,neighborhood,cold,641.0
3278,22.0,neighborhood,cold,648.0
3279,22.0,neighborhood,cold,649.0
3280,22.0,neighborhood,cold,651.0
3281,22.0,neighborhood,hot,652.0
3282,22.0,neighborhood,hot,653.0
3283,22.0,neighborhood,hot,656.0
3284,22.0,neighborhood,hot,657.0
3285,22.0,neighborhood,cold,658.0
3286,22.0,neighborhood,hot,660.0
3287,22.0,neighborhood,cold,664.0
3288,22.0,neighborhood,cold,665.0
3289,22.0,neighborhood,hot,670.0
3290,22.0,neighborhood,hot,672.0
3291,22.0,neighborhood,cold,675.0
3292,22.0,neighborhood,hot,686.0
3293,22.0,neighborhood,hot,689.0
3294,22.0,neighborhood,cold,692.0
3295,22.0,neighborhood,cold,695.0
3296,22.0,neighborhood,cold,699.0
3297,22.0,neighborhood,cold,700.0
3298,22.0,neighborhood,hot,702.0
3299,22.0,neighborhood,hot,705.0
3300,22.0,neighborhood,cold,709.0
3301,22.0,neighborhood,cold,714.0
3302,22.0,neighborhood,hot,717.0
3303,22.0,neighborhood,cold,719.0
3304,22.0,neighborhood,hot,720.0
3305,22.0,neighborhood,hot,722.0
3306,22.0,neighborhood,hot,724.0
3307,22.0,neighborhood,cold,727.0
3308,22.0,neighborhood,cold,729.0
3309,23.0,neighborhood,cold,101.0
3310,23.0,neighborhood,hot,103.0
3311,23.0,neighborhood,hot,105.0
3312,23.0,neighborhood,cold,107.0
3313,23.0,neighborhood,hot,108.0
3314,23.0,neighborhood,hot,109.0
3315,23.0,neighborhood,cold,110.0
3316,23.0,neighborhood,cold,116.0
3317,23.0,neighborhood,hot,119.0
3318,23.0,neighborhood,cold,121.0
3319,23.0,neighborhood,hot,122.0
3320,23.0,neighborhood,cold,125.0
3321,23.0,neighborhood,cold,128.0
3322,23.0,neighborhood,cold,131.0
3323,23.0,neighborhood,hot,133.0
3324,23.0,neighborhood,cold,138.0
3325,23.0,neighborhood,cold,148.0
3326,23.0,neighborhood,cold,156.0
3327,23.0,neighborhood,hot,160.0
3328,23.0,neighborhood,hot,167.0
3329,23.0,neighborhood,hot,168.0
3330,23.0,neighborhood,hot,172.0
3331,23.0,neighborhood,cold,174.0
3332,23.0,neighborhood,hot,176.0
3333,23.0,neighborhood,hot,181.0
3334,23.0,neighborhood,cold,182.0
3335,23.0,neighborhood,hot,185.0
3336,23.0,neighborhood,cold,186.0
3337,23.0,neighborhood,cold,188.0
3338,23.0,neighborhood,hot,190.0
3339,23.0,neighborhood,cold,194.0
3340,23.0,neighborhood,cold,195.0
3341,23.0,neighborhood,cold,202.0
3342,23.0,neighborhood,hot,211.0
3343,23.0,neighborhood,cold,212.0
3344,23.0,neighborhood,cold,213.0
3345,23.0,neighborhood,hot,214.0
3346,23.0,neighborhood,hot,215.0
3347,23.0,neighborhood,cold,218.0
3348,23.0,neighborhood,cold,220.0
3349,23.0,neighborhood,cold,221.0
3350,23.0,neighborhood,hot,223.0
3351,23.0,neighborhood,cold,225.0
3352,23.0,neighborhood,hot,226.0
3353,23.0,neighborhood,hot,228.0
