,weekid,method,spot,districtid
4067,4.0,state,hot,215.0
4068,4.0,state,hot,244.0
4069,4.0,state,hot,269.0
4070,4.0,state,hot,279.0
4071,4.0,state,hot,294.0
4072,4.0,state,hot,322.0
4073,4.0,state,hot,335.0
4074,4.0,state,hot,347.0
4075,4.0,state,hot,375.0
4076,4.0,state,cold,384.0
4077,4.0,state,hot,441.0
4078,4.0,state,hot,451.0
4079,4.0,state,hot,463.0
4080,4.0,state,hot,512.0
4081,4.0,state,hot,537.0
4082,4.0,state,hot,548.0
4083,4.0,state,hot,549.0
4084,4.0,state,hot,563.0
4085,4.0,state,hot,575.0
4086,4.0,state,hot,724.0
4087,5.0,state,hot,103.0
4088,5.0,state,hot,172.0
4089,5.0,state,hot,209.0
4090,5.0,state,hot,215.0
4091,5.0,state,hot,244.0
4092,5.0,state,hot,269.0
4093,5.0,state,hot,272.0
4094,5.0,state,hot,279.0
4095,5.0,state,hot,294.0
4096,5.0,state,hot,322.0
4097,5.0,state,hot,335.0
4098,5.0,state,hot,347.0
4099,5.0,state,hot,375.0
4100,5.0,state,cold,384.0
4101,5.0,state,hot,441.0
4102,5.0,state,hot,451.0
4103,5.0,state,hot,463.0
4104,5.0,state,hot,512.0
4105,5.0,state,hot,537.0
4106,5.0,state,hot,548.0
4107,5.0,state,hot,563.0
4108,5.0,state,hot,575.0
4109,6.0,state,hot,103.0
4110,6.0,state,hot,172.0
4111,6.0,state,hot,209.0
4112,6.0,state,hot,215.0
4113,6.0,state,hot,244.0
4114,6.0,state,hot,269.0
4115,6.0,state,hot,272.0
4116,6.0,state,hot,279.0
4117,6.0,state,hot,294.0
4118,6.0,state,hot,322.0
4119,6.0,state,hot,335.0
4120,6.0,state,hot,347.0
4121,6.0,state,hot,375.0
4122,6.0,state,cold,384.0
4123,6.0,state,hot,441.0
4124,6.0,state,hot,451.0
4125,6.0,state,hot,463.0
4126,6.0,state,hot,512.0
4127,6.0,state,hot,537.0
4128,6.0,state,hot,548.0
4129,6.0,state,hot,549.0
4130,6.0,state,hot,563.0
4131,6.0,state,hot,575.0
4132,7.0,state,hot,102.0
4133,7.0,state,hot,103.0
4134,7.0,state,cold,108.0
4135,7.0,state,hot,119.0
4136,7.0,state,hot,123.0
4137,7.0,state,hot,143.0
4138,7.0,state,hot,158.0
4139,7.0,state,hot,170.0
4140,7.0,state,hot,172.0
4141,7.0,state,hot,184.0
4142,7.0,state,hot,185.0
4143,7.0,state,hot,202.0
4144,7.0,state,hot,209.0
4145,7.0,state,hot,215.0
4146,7.0,state,hot,243.0
4147,7.0,state,hot,244.0
4148,7.0,state,hot,250.0
4149,7.0,state,cold,275.0
4150,7.0,state,hot,279.0
4151,7.0,state,hot,287.0
4152,7.0,state,hot,298.0
4153,7.0,state,hot,305.0
4154,7.0,state,hot,312.0
4155,7.0,state,hot,335.0
4156,7.0,state,hot,338.0
4157,7.0,state,hot,340.0
4158,7.0,state,hot,356.0
4159,7.0,state,hot,363.0
4160,7.0,state,hot,368.0
4161,7.0,state,hot,377.0
4162,7.0,state,hot,379.0
4163,7.0,state,hot,384.0
4164,7.0,state,hot,414.0
4165,7.0,state,hot,421.0
4166,7.0,state,cold,422.0
4167,7.0,state,hot,424.0
4168,7.0,state,hot,429.0
4169,7.0,state,cold,441.0
4170,7.0,state,hot,451.0
4171,7.0,state,hot,454.0
4172,7.0,state,hot,458.0
4173,7.0,state,hot,470.0
4174,7.0,state,hot,484.0
4175,7.0,state,hot,486.0
4176,7.0,state,cold,534.0
4177,7.0,state,hot,575.0
4178,7.0,state,hot,585.0
4179,7.0,state,hot,653.0
4180,7.0,state,hot,659.0
4181,7.0,state,cold,675.0
4182,7.0,state,hot,687.0
4183,8.0,state,hot,102.0
4184,8.0,state,hot,103.0
4185,8.0,state,hot,119.0
4186,8.0,state,hot,123.0
4187,8.0,state,cold,127.0
4188,8.0,state,hot,137.0
4189,8.0,state,hot,158.0
4190,8.0,state,hot,169.0
4191,8.0,state,hot,172.0
4192,8.0,state,hot,176.0
4193,8.0,state,hot,185.0
4194,8.0,state,hot,197.0
4195,8.0,state,hot,204.0
4196,8.0,state,hot,209.0
4197,8.0,state,hot,215.0
4198,8.0,state,hot,224.0
4199,8.0,state,hot,230.0
4200,8.0,state,hot,242.0
4201,8.0,state,hot,244.0
4202,8.0,state,hot,250.0
4203,8.0,state,hot,266.0
4204,8.0,state,hot,272.0
4205,8.0,state,hot,287.0
4206,8.0,state,hot,294.0
4207,8.0,state,hot,295.0
4208,8.0,state,hot,298.0
4209,8.0,state,cold,299.0
4210,8.0,state,hot,300.0
4211,8.0,state,cold,308.0
4212,8.0,state,hot,312.0
4213,8.0,state,hot,313.0
4214,8.0,state,hot,314.0
4215,8.0,state,hot,333.0
4216,8.0,state,hot,335.0
4217,8.0,state,hot,338.0
4218,8.0,state,cold,350.0
4219,8.0,state,hot,356.0
4220,8.0,state,hot,363.0
4221,8.0,state,hot,365.0
4222,8.0,state,hot,375.0
4223,8.0,state,hot,379.0
4224,8.0,state,cold,384.0
4225,8.0,state,hot,390.0
4226,8.0,state,hot,413.0
4227,8.0,state,hot,424.0
4228,8.0,state,hot,429.0
4229,8.0,state,cold,436.0
4230,8.0,state,hot,441.0
4231,8.0,state,cold,453.0
4232,8.0,state,hot,463.0
4233,8.0,state,hot,475.0
4234,8.0,state,hot,484.0
4235,8.0,state,hot,486.0
4236,8.0,state,cold,535.0
4237,8.0,state,hot,537.0
4238,8.0,state,hot,549.0
4239,8.0,state,hot,575.0
4240,8.0,state,hot,585.0
4241,8.0,state,cold,588.0
4242,8.0,state,hot,598.0
4243,8.0,state,hot,625.0
4244,8.0,state,cold,638.0
4245,8.0,state,hot,645.0
4246,8.0,state,hot,653.0
4247,8.0,state,hot,664.0
4248,8.0,state,hot,668.0
4249,8.0,state,hot,686.0
4250,8.0,state,hot,687.0
4251,8.0,state,hot,690.0
4252,8.0,state,hot,700.0
4253,8.0,state,hot,715.0
4254,9.0,state,hot,102.0
4255,9.0,state,hot,103.0
4256,9.0,state,hot,123.0
4257,9.0,state,cold,127.0
4258,9.0,state,hot,143.0
4259,9.0,state,hot,146.0
4260,9.0,state,hot,154.0
4261,9.0,state,hot,157.0
4262,9.0,state,hot,169.0
4263,9.0,state,hot,170.0
4264,9.0,state,hot,172.0
4265,9.0,state,hot,185.0
4266,9.0,state,hot,186.0
4267,9.0,state,cold,202.0
4268,9.0,state,hot,209.0
4269,9.0,state,hot,215.0
4270,9.0,state,hot,223.0
4271,9.0,state,hot,242.0
4272,9.0,state,hot,243.0
4273,9.0,state,hot,244.0
4274,9.0,state,hot,250.0
4275,9.0,state,hot,279.0
4276,9.0,state,hot,283.0
4277,9.0,state,hot,294.0
4278,9.0,state,hot,298.0
4279,9.0,state,cold,299.0
4280,9.0,state,hot,300.0
4281,9.0,state,hot,303.0
4282,9.0,state,hot,314.0
4283,9.0,state,hot,326.0
4284,9.0,state,hot,333.0
4285,9.0,state,hot,335.0
4286,9.0,state,hot,338.0
4287,9.0,state,hot,340.0
4288,9.0,state,hot,341.0
4289,9.0,state,hot,351.0
4290,9.0,state,hot,363.0
4291,9.0,state,cold,366.0
4292,9.0,state,hot,368.0
4293,9.0,state,hot,375.0
4294,9.0,state,cold,384.0
4295,9.0,state,hot,387.0
4296,9.0,state,hot,395.0
4297,9.0,state,hot,413.0
4298,9.0,state,hot,426.0
4299,9.0,state,hot,429.0
4300,9.0,state,hot,441.0
4301,9.0,state,hot,450.0
4302,9.0,state,hot,454.0
4303,9.0,state,cold,458.0
4304,9.0,state,hot,463.0
4305,9.0,state,hot,470.0
4306,9.0,state,hot,475.0
4307,9.0,state,hot,484.0
4308,9.0,state,hot,496.0
4309,9.0,state,hot,497.0
4310,9.0,state,hot,507.0
4311,9.0,state,hot,537.0
4312,9.0,state,hot,549.0
4313,9.0,state,hot,553.0
4314,9.0,state,hot,557.0
4315,9.0,state,hot,574.0
4316,9.0,state,hot,575.0
4317,9.0,state,hot,587.0
4318,9.0,state,hot,589.0
4319,9.0,state,cold,606.0
4320,9.0,state,cold,619.0
4321,9.0,state,cold,638.0
4322,9.0,state,hot,645.0
4323,9.0,state,cold,664.0
4324,9.0,state,hot,668.0
4325,9.0,state,cold,672.0
4326,9.0,state,hot,686.0
4327,9.0,state,hot,687.0
4328,9.0,state,hot,715.0
4329,9.0,state,cold,729.0
4330,10.0,state,hot,103.0
4331,10.0,state,hot,109.0
4332,10.0,state,hot,119.0
4333,10.0,state,hot,123.0
4334,10.0,state,cold,127.0
4335,10.0,state,hot,135.0
4336,10.0,state,cold,139.0
4337,10.0,state,hot,146.0
4338,10.0,state,hot,147.0
4339,10.0,state,cold,152.0
4340,10.0,state,hot,157.0
4341,10.0,state,hot,166.0
4342,10.0,state,hot,169.0
4343,10.0,state,hot,175.0
4344,10.0,state,cold,184.0
4345,10.0,state,hot,185.0
4346,10.0,state,hot,190.0
4347,10.0,state,hot,209.0
4348,10.0,state,hot,215.0
4349,10.0,state,hot,219.0
4350,10.0,state,hot,223.0
4351,10.0,state,hot,229.0
4352,10.0,state,hot,230.0
4353,10.0,state,hot,244.0
4354,10.0,state,hot,265.0
4355,10.0,state,hot,274.0
4356,10.0,state,cold,277.0
4357,10.0,state,hot,279.0
4358,10.0,state,hot,294.0
4359,10.0,state,hot,295.0
4360,10.0,state,hot,298.0
4361,10.0,state,hot,300.0
4362,10.0,state,hot,301.0
4363,10.0,state,hot,314.0
4364,10.0,state,hot,316.0
4365,10.0,state,cold,317.0
4366,10.0,state,cold,324.0
4367,10.0,state,hot,326.0
4368,10.0,state,hot,333.0
4369,10.0,state,cold,334.0
4370,10.0,state,hot,335.0
4371,10.0,state,hot,338.0
4372,10.0,state,hot,340.0
4373,10.0,state,cold,342.0
4374,10.0,state,hot,353.0
4375,10.0,state,hot,354.0
4376,10.0,state,cold,358.0
4377,10.0,state,hot,363.0
4378,10.0,state,hot,375.0
4379,10.0,state,hot,377.0
4380,10.0,state,cold,378.0
4381,10.0,state,cold,382.0
4382,10.0,state,hot,384.0
4383,10.0,state,hot,390.0
4384,10.0,state,hot,395.0
4385,10.0,state,hot,396.0
4386,10.0,state,cold,401.0
4387,10.0,state,cold,405.0
4388,10.0,state,hot,408.0
4389,10.0,state,hot,413.0
4390,10.0,state,hot,418.0
4391,10.0,state,hot,424.0
4392,10.0,state,hot,426.0
4393,10.0,state,hot,428.0
4394,10.0,state,hot,429.0
4395,10.0,state,cold,437.0
4396,10.0,state,cold,441.0
4397,10.0,state,hot,451.0
4398,10.0,state,hot,454.0
4399,10.0,state,cold,461.0
4400,10.0,state,hot,463.0
4401,10.0,state,hot,470.0
4402,10.0,state,hot,484.0
4403,10.0,state,hot,485.0
4404,10.0,state,hot,494.0
4405,10.0,state,hot,496.0
4406,10.0,state,cold,514.0
4407,10.0,state,hot,520.0
4408,10.0,state,hot,523.0
4409,10.0,state,hot,537.0
4410,10.0,state,cold,545.0
4411,10.0,state,hot,549.0
4412,10.0,state,hot,556.0
4413,10.0,state,hot,560.0
4414,10.0,state,hot,567.0
4415,10.0,state,hot,574.0
4416,10.0,state,hot,585.0
4417,10.0,state,hot,589.0
4418,10.0,state,cold,619.0
4419,10.0,state,hot,634.0
4420,10.0,state,cold,644.0
4421,10.0,state,hot,668.0
4422,10.0,state,hot,690.0
4423,10.0,state,cold,694.0
4424,10.0,state,cold,715.0
4425,10.0,state,hot,717.0
4426,10.0,state,cold,718.0
4427,10.0,state,hot,724.0
4428,10.0,state,cold,726.0
4429,10.0,state,hot,727.0
4430,10.0,state,cold,729.0
4431,11.0,state,hot,103.0
4432,11.0,state,hot,116.0
4433,11.0,state,hot,119.0
4434,11.0,state,hot,135.0
4435,11.0,state,hot,136.0
4436,11.0,state,hot,142.0
4437,11.0,state,cold,152.0
4438,11.0,state,cold,153.0
4439,11.0,state,hot,158.0
4440,11.0,state,hot,166.0
4441,11.0,state,hot,169.0
4442,11.0,state,hot,172.0
4443,11.0,state,hot,176.0
4444,11.0,state,hot,185.0
4445,11.0,state,hot,190.0
4446,11.0,state,cold,195.0
4447,11.0,state,cold,202.0
4448,11.0,state,hot,209.0
4449,11.0,state,hot,211.0
4450,11.0,state,hot,215.0
4451,11.0,state,hot,229.0
4452,11.0,state,hot,238.0
4453,11.0,state,hot,243.0
4454,11.0,state,hot,244.0
4455,11.0,state,hot,259.0
4456,11.0,state,cold,263.0
4457,11.0,state,hot,269.0
4458,11.0,state,hot,272.0
4459,11.0,state,hot,274.0
4460,11.0,state,hot,279.0
4461,11.0,state,hot,287.0
4462,11.0,state,cold,291.0
4463,11.0,state,hot,294.0
4464,11.0,state,hot,298.0
4465,11.0,state,hot,300.0
4466,11.0,state,hot,305.0
4467,11.0,state,hot,314.0
4468,11.0,state,hot,316.0
4469,11.0,state,cold,317.0
4470,11.0,state,hot,319.0
4471,11.0,state,hot,323.0
4472,11.0,state,hot,326.0
4473,11.0,state,hot,333.0
4474,11.0,state,cold,334.0
4475,11.0,state,hot,335.0
4476,11.0,state,hot,337.0
4477,11.0,state,hot,338.0
4478,11.0,state,hot,341.0
4479,11.0,state,cold,342.0
4480,11.0,state,cold,350.0
4481,11.0,state,hot,353.0
4482,11.0,state,hot,357.0
4483,11.0,state,hot,363.0
4484,11.0,state,hot,368.0
4485,11.0,state,hot,375.0
4486,11.0,state,hot,377.0
4487,11.0,state,hot,384.0
4488,11.0,state,hot,387.0
4489,11.0,state,cold,388.0
4490,11.0,state,hot,390.0
4491,11.0,state,hot,400.0
4492,11.0,state,cold,406.0
4493,11.0,state,hot,409.0
4494,11.0,state,hot,413.0
4495,11.0,state,hot,419.0
4496,11.0,state,hot,426.0
4497,11.0,state,hot,428.0
4498,11.0,state,cold,432.0
4499,11.0,state,cold,436.0
4500,11.0,state,cold,437.0
4501,11.0,state,cold,441.0
4502,11.0,state,hot,450.0
4503,11.0,state,hot,454.0
4504,11.0,state,hot,475.0
4505,11.0,state,hot,481.0
4506,11.0,state,hot,484.0
4507,11.0,state,hot,485.0
4508,11.0,state,cold,491.0
4509,11.0,state,hot,494.0
4510,11.0,state,hot,496.0
4511,11.0,state,hot,509.0
4512,11.0,state,hot,512.0
4513,11.0,state,cold,514.0
4514,11.0,state,hot,520.0
4515,11.0,state,hot,523.0
4516,11.0,state,hot,529.0
4517,11.0,state,hot,535.0
4518,11.0,state,cold,545.0
4519,11.0,state,hot,549.0
4520,11.0,state,hot,553.0
4521,11.0,state,cold,579.0
4522,11.0,state,cold,580.0
4523,11.0,state,hot,585.0
4524,11.0,state,cold,615.0
4525,11.0,state,hot,618.0
4526,11.0,state,cold,619.0
4527,11.0,state,cold,626.0
4528,11.0,state,hot,634.0
4529,11.0,state,cold,639.0
4530,11.0,state,cold,648.0
4531,11.0,state,hot,649.0
4532,11.0,state,cold,652.0
4533,11.0,state,hot,653.0
4534,11.0,state,hot,668.0
4535,11.0,state,hot,689.0
4536,11.0,state,hot,690.0
4537,11.0,state,cold,694.0
4538,11.0,state,cold,712.0
4539,11.0,state,cold,715.0
4540,11.0,state,cold,716.0
4541,11.0,state,cold,718.0
4542,11.0,state,cold,726.0
4543,11.0,state,hot,727.0
4544,12.0,state,hot,103.0
4545,12.0,state,hot,105.0
4546,12.0,state,hot,119.0
4547,12.0,state,cold,130.0
4548,12.0,state,hot,147.0
4549,12.0,state,hot,158.0
4550,12.0,state,hot,169.0
4551,12.0,state,hot,176.0
4552,12.0,state,hot,178.0
4553,12.0,state,hot,185.0
4554,12.0,state,hot,190.0
4555,12.0,state,cold,202.0
4556,12.0,state,hot,209.0
4557,12.0,state,hot,211.0
4558,12.0,state,hot,215.0
4559,12.0,state,hot,229.0
4560,12.0,state,hot,230.0
4561,12.0,state,hot,243.0
4562,12.0,state,hot,244.0
4563,12.0,state,hot,252.0
4564,12.0,state,cold,259.0
4565,12.0,state,hot,269.0
4566,12.0,state,hot,272.0
4567,12.0,state,hot,274.0
4568,12.0,state,cold,291.0
4569,12.0,state,hot,294.0
4570,12.0,state,hot,298.0
4571,12.0,state,hot,300.0
4572,12.0,state,hot,312.0
4573,12.0,state,hot,314.0
4574,12.0,state,hot,316.0
4575,12.0,state,hot,326.0
4576,12.0,state,hot,330.0
4577,12.0,state,hot,333.0
4578,12.0,state,cold,334.0
4579,12.0,state,hot,335.0
4580,12.0,state,hot,338.0
4581,12.0,state,hot,341.0
4582,12.0,state,cold,350.0
4583,12.0,state,hot,351.0
4584,12.0,state,hot,352.0
4585,12.0,state,hot,353.0
4586,12.0,state,hot,363.0
4587,12.0,state,hot,368.0
4588,12.0,state,hot,375.0
4589,12.0,state,hot,379.0
4590,12.0,state,hot,384.0
4591,12.0,state,hot,393.0
4592,12.0,state,hot,395.0
4593,12.0,state,hot,400.0
4594,12.0,state,cold,406.0
4595,12.0,state,hot,413.0
4596,12.0,state,hot,418.0
4597,12.0,state,cold,421.0
4598,12.0,state,cold,434.0
4599,12.0,state,cold,441.0
4600,12.0,state,hot,450.0
4601,12.0,state,hot,451.0
4602,12.0,state,hot,457.0
4603,12.0,state,hot,463.0
4604,12.0,state,hot,475.0
4605,12.0,state,hot,480.0
4606,12.0,state,hot,484.0
4607,12.0,state,hot,496.0
4608,12.0,state,cold,497.0
4609,12.0,state,hot,509.0
4610,12.0,state,hot,512.0
4611,12.0,state,hot,520.0
4612,12.0,state,hot,540.0
4613,12.0,state,cold,545.0
4614,12.0,state,hot,549.0
4615,12.0,state,hot,557.0
4616,12.0,state,hot,560.0
4617,12.0,state,hot,573.0
4618,12.0,state,cold,580.0
4619,12.0,state,cold,599.0
4620,12.0,state,hot,625.0
4621,12.0,state,hot,631.0
4622,12.0,state,hot,634.0
4623,12.0,state,cold,652.0
4624,12.0,state,hot,653.0
4625,12.0,state,hot,658.0
4626,12.0,state,hot,660.0
4627,12.0,state,hot,668.0
4628,12.0,state,hot,689.0
4629,12.0,state,cold,711.0
4630,12.0,state,cold,712.0
4631,12.0,state,cold,715.0
4632,12.0,state,hot,717.0
4633,12.0,state,hot,718.0
4634,12.0,state,hot,727.0
4635,13.0,state,hot,103.0
4636,13.0,state,hot,113.0
4637,13.0,state,hot,119.0
4638,13.0,state,hot,122.0
4639,13.0,state,hot,158.0
4640,13.0,state,hot,172.0
4641,13.0,state,hot,176.0
4642,13.0,state,hot,178.0
4643,13.0,state,hot,185.0
4644,13.0,state,hot,186.0
4645,13.0,state,hot,190.0
4646,13.0,state,hot,198.0
4647,13.0,state,hot,209.0
4648,13.0,state,hot,211.0
4649,13.0,state,hot,215.0
4650,13.0,state,hot,229.0
4651,13.0,state,hot,230.0
4652,13.0,state,hot,243.0
4653,13.0,state,hot,244.0
4654,13.0,state,hot,259.0
4655,13.0,state,cold,262.0
4656,13.0,state,cold,264.0
4657,13.0,state,cold,267.0
4658,13.0,state,hot,272.0
4659,13.0,state,hot,273.0
4660,13.0,state,hot,274.0
4661,13.0,state,hot,279.0
4662,13.0,state,hot,294.0
4663,13.0,state,hot,298.0
4664,13.0,state,hot,300.0
4665,13.0,state,cold,304.0
4666,13.0,state,hot,314.0
4667,13.0,state,hot,322.0
4668,13.0,state,cold,334.0
4669,13.0,state,hot,335.0
4670,13.0,state,hot,338.0
4671,13.0,state,cold,350.0
4672,13.0,state,hot,351.0
4673,13.0,state,hot,353.0
4674,13.0,state,cold,354.0
4675,13.0,state,hot,363.0
4676,13.0,state,hot,365.0
4677,13.0,state,hot,368.0
4678,13.0,state,hot,375.0
4679,13.0,state,hot,379.0
4680,13.0,state,hot,384.0
4681,13.0,state,hot,400.0
4682,13.0,state,cold,406.0
4683,13.0,state,hot,408.0
4684,13.0,state,hot,413.0
4685,13.0,state,hot,418.0
4686,13.0,state,hot,424.0
4687,13.0,state,hot,426.0
4688,13.0,state,hot,429.0
4689,13.0,state,cold,436.0
4690,13.0,state,cold,441.0
4691,13.0,state,hot,450.0
4692,13.0,state,hot,451.0
4693,13.0,state,hot,452.0
4694,13.0,state,hot,454.0
4695,13.0,state,hot,463.0
4696,13.0,state,hot,475.0
4697,13.0,state,hot,484.0
4698,13.0,state,hot,486.0
4699,13.0,state,hot,489.0
4700,13.0,state,hot,512.0
4701,13.0,state,hot,523.0
4702,13.0,state,cold,545.0
4703,13.0,state,hot,549.0
4704,13.0,state,hot,553.0
4705,13.0,state,hot,557.0
4706,13.0,state,hot,563.0
4707,13.0,state,cold,580.0
4708,13.0,state,cold,594.0
4709,13.0,state,cold,618.0
4710,13.0,state,hot,625.0
4711,13.0,state,hot,631.0
4712,13.0,state,hot,634.0
4713,13.0,state,hot,641.0
4714,13.0,state,cold,652.0
4715,13.0,state,hot,653.0
4716,13.0,state,hot,666.0
4717,13.0,state,hot,668.0
4718,13.0,state,hot,675.0
4719,13.0,state,hot,692.0
4720,13.0,state,cold,703.0
4721,13.0,state,cold,712.0
4722,13.0,state,cold,715.0
4723,13.0,state,hot,719.0
4724,13.0,state,hot,727.0
4725,14.0,state,hot,103.0
4726,14.0,state,hot,119.0
4727,14.0,state,hot,122.0
4728,14.0,state,hot,123.0
4729,14.0,state,hot,144.0
4730,14.0,state,hot,147.0
4731,14.0,state,hot,148.0
4732,14.0,state,hot,172.0
4733,14.0,state,hot,178.0
4734,14.0,state,cold,184.0
4735,14.0,state,hot,185.0
4736,14.0,state,hot,198.0
4737,14.0,state,cold,206.0
4738,14.0,state,hot,209.0
4739,14.0,state,hot,211.0
4740,14.0,state,hot,215.0
4741,14.0,state,hot,230.0
4742,14.0,state,hot,234.0
4743,14.0,state,hot,238.0
4744,14.0,state,hot,243.0
4745,14.0,state,hot,244.0
4746,14.0,state,cold,250.0
4747,14.0,state,hot,257.0
4748,14.0,state,cold,259.0
4749,14.0,state,cold,262.0
4750,14.0,state,hot,274.0
4751,14.0,state,hot,279.0
4752,14.0,state,hot,290.0
4753,14.0,state,cold,291.0
4754,14.0,state,hot,294.0
4755,14.0,state,hot,298.0
4756,14.0,state,hot,300.0
4757,14.0,state,hot,308.0
4758,14.0,state,hot,314.0
4759,14.0,state,hot,316.0
4760,14.0,state,hot,319.0
4761,14.0,state,cold,329.0
4762,14.0,state,hot,333.0
4763,14.0,state,cold,334.0
4764,14.0,state,hot,335.0
4765,14.0,state,hot,338.0
4766,14.0,state,hot,341.0
4767,14.0,state,cold,350.0
4768,14.0,state,hot,351.0
4769,14.0,state,hot,363.0
4770,14.0,state,cold,366.0
4771,14.0,state,hot,368.0
4772,14.0,state,hot,374.0
4773,14.0,state,hot,375.0
4774,14.0,state,hot,379.0
4775,14.0,state,hot,384.0
4776,14.0,state,cold,395.0
4777,14.0,state,hot,400.0
4778,14.0,state,cold,405.0
4779,14.0,state,cold,406.0
4780,14.0,state,cold,411.0
4781,14.0,state,hot,413.0
4782,14.0,state,hot,414.0
4783,14.0,state,hot,418.0
4784,14.0,state,hot,424.0
4785,14.0,state,hot,429.0
4786,14.0,state,cold,434.0
4787,14.0,state,cold,441.0
4788,14.0,state,hot,450.0
4789,14.0,state,hot,451.0
4790,14.0,state,cold,453.0
4791,14.0,state,hot,466.0
4792,14.0,state,hot,475.0
4793,14.0,state,hot,480.0
4794,14.0,state,hot,484.0
4795,14.0,state,hot,489.0
4796,14.0,state,hot,512.0
4797,14.0,state,hot,520.0
4798,14.0,state,hot,523.0
4799,14.0,state,hot,529.0
4800,14.0,state,hot,537.0
4801,14.0,state,hot,540.0
4802,14.0,state,hot,549.0
4803,14.0,state,hot,551.0
4804,14.0,state,cold,552.0
4805,14.0,state,hot,553.0
4806,14.0,state,hot,563.0
4807,14.0,state,hot,567.0
4808,14.0,state,cold,568.0
4809,14.0,state,cold,580.0
4810,14.0,state,cold,583.0
4811,14.0,state,hot,595.0
4812,14.0,state,cold,596.0
4813,14.0,state,hot,598.0
4814,14.0,state,cold,618.0
4815,14.0,state,hot,625.0
4816,14.0,state,hot,631.0
4817,14.0,state,hot,634.0
4818,14.0,state,hot,641.0
4819,14.0,state,hot,642.0
4820,14.0,state,cold,652.0
4821,14.0,state,hot,653.0
4822,14.0,state,hot,660.0
4823,14.0,state,hot,666.0
4824,14.0,state,hot,668.0
4825,14.0,state,cold,712.0
4826,14.0,state,cold,715.0
4827,14.0,state,hot,720.0
4828,14.0,state,hot,724.0
4829,15.0,state,hot,103.0
4830,15.0,state,hot,105.0
4831,15.0,state,hot,108.0
4832,15.0,state,hot,119.0
4833,15.0,state,hot,122.0
4834,15.0,state,hot,158.0
4835,15.0,state,hot,172.0
4836,15.0,state,hot,176.0
4837,15.0,state,hot,178.0
4838,15.0,state,hot,185.0
4839,15.0,state,cold,206.0
4840,15.0,state,hot,209.0
4841,15.0,state,hot,211.0
4842,15.0,state,hot,215.0
4843,15.0,state,hot,229.0
4844,15.0,state,hot,235.0
4845,15.0,state,hot,243.0
4846,15.0,state,hot,244.0
4847,15.0,state,hot,246.0
4848,15.0,state,cold,250.0
4849,15.0,state,hot,257.0
4850,15.0,state,cold,262.0
4851,15.0,state,hot,269.0
4852,15.0,state,hot,272.0
4853,15.0,state,hot,274.0
4854,15.0,state,hot,279.0
4855,15.0,state,hot,290.0
4856,15.0,state,hot,294.0
4857,15.0,state,hot,298.0
4858,15.0,state,hot,300.0
4859,15.0,state,hot,303.0
4860,15.0,state,hot,314.0
4861,15.0,state,hot,316.0
4862,15.0,state,hot,319.0
4863,15.0,state,hot,333.0
4864,15.0,state,cold,334.0
4865,15.0,state,hot,335.0
4866,15.0,state,hot,338.0
4867,15.0,state,hot,341.0
4868,15.0,state,hot,352.0
4869,15.0,state,hot,363.0
4870,15.0,state,hot,375.0
4871,15.0,state,hot,384.0
4872,15.0,state,cold,387.0
4873,15.0,state,cold,395.0
4874,15.0,state,hot,400.0
4875,15.0,state,hot,413.0
4876,15.0,state,hot,418.0
4877,15.0,state,hot,429.0
4878,15.0,state,cold,441.0
4879,15.0,state,hot,450.0
4880,15.0,state,hot,451.0
4881,15.0,state,hot,454.0
4882,15.0,state,hot,463.0
4883,15.0,state,hot,475.0
4884,15.0,state,hot,483.0
4885,15.0,state,hot,484.0
4886,15.0,state,hot,489.0
4887,15.0,state,hot,496.0
4888,15.0,state,hot,499.0
4889,15.0,state,hot,512.0
4890,15.0,state,cold,514.0
4891,15.0,state,hot,520.0
4892,15.0,state,hot,529.0
4893,15.0,state,hot,537.0
4894,15.0,state,hot,540.0
4895,15.0,state,cold,543.0
4896,15.0,state,cold,545.0
4897,15.0,state,hot,549.0
4898,15.0,state,hot,551.0
4899,15.0,state,hot,553.0
4900,15.0,state,hot,563.0
4901,15.0,state,hot,567.0
4902,15.0,state,hot,583.0
4903,15.0,state,cold,586.0
4904,15.0,state,cold,589.0
4905,15.0,state,hot,598.0
4906,15.0,state,hot,603.0
4907,15.0,state,hot,625.0
4908,15.0,state,hot,631.0
4909,15.0,state,hot,641.0
4910,15.0,state,hot,648.0
4911,15.0,state,hot,649.0
4912,15.0,state,cold,652.0
4913,15.0,state,hot,653.0
4914,15.0,state,hot,660.0
4915,15.0,state,hot,668.0
4916,15.0,state,cold,672.0
4917,15.0,state,hot,687.0
4918,15.0,state,cold,694.0
4919,15.0,state,cold,701.0
4920,15.0,state,cold,712.0
4921,15.0,state,cold,715.0
4922,16.0,state,hot,103.0
4923,16.0,state,hot,113.0
4924,16.0,state,hot,122.0
4925,16.0,state,hot,158.0
4926,16.0,state,hot,162.0
4927,16.0,state,hot,172.0
4928,16.0,state,hot,178.0
4929,16.0,state,hot,185.0
4930,16.0,state,hot,189.0
4931,16.0,state,hot,190.0
4932,16.0,state,hot,209.0
4933,16.0,state,hot,215.0
4934,16.0,state,hot,230.0
4935,16.0,state,hot,243.0
4936,16.0,state,hot,244.0
4937,16.0,state,hot,252.0
4938,16.0,state,cold,262.0
4939,16.0,state,hot,272.0
4940,16.0,state,hot,274.0
